,latitude,longitude,depth,mag,id,country,day,month,year,timestamp
278848,-17.3037,-69.844,139.37,4.4,usc000t47w,Peru,6,12,2014,1417841399800000000
278860,-30.4849,-178.7156,253.59,4.0,usc000t88m,New Zealand,6,12,2014,1417824945890000000
278954,37.9437,142.357,33.85,4.4,usc000t7p2,None,4,12,2014,1417670062160000000
278965,18.4697,145.6462,196.71,4.8,usc000t3ll,None,4,12,2014,1417654914660000000
279125,19.524666699999997,-156.4638333,37.233000000000004,3.46,hv60809551,None,30,11,2014,1417387590180000000
279139,1.6564,92.5014,10.0,4.4,usc000t6tw,None,30,11,2014,1417360683240000000
279141,1.5161,92.3792,10.0,4.6,usc000t6t5,None,30,11,2014,1417360423530000000
279203,18.3993,145.5459,265.26,4.3,usc000t62t,None,29,11,2014,1417282184270000000
279259,5.4694,61.0606,10.0,4.6,usc000t5xz,None,28,11,2014,1417210669370000000
279280,44.4609,152.4577,29.66,4.7,usb000t0xv,None,28,11,2014,1417189888730000000
279463,21.7509,143.5429,54.7,4.3,usc000t4tl,None,25,11,2014,1416954640460000000
279862,-35.1233,-107.59,10.0,4.6,usb000t2gu,None,19,11,2014,1416399587230000000
279868,-37.83,-179.9001,35.0,4.3,usb000t2h4,None,19,11,2014,1416396317140000000
280016,19.4237,120.6305,10.0,4.1,usb000t24k,None,17,11,2014,1416255041580000000
280113,-0.0912,-18.1321,10.0,4.7,usb000t104,None,16,11,2014,1416162630700000000
280214,-54.615,-56.2217,10.0,4.7,usb000t0n8,None,15,11,2014,1416048193280000000
280226,1.8019999999999998,126.1559,30.33,4.6,usb000t0nc,Indonesia,15,11,2014,1416041665530000000
280320,51.9458,176.7902,82.7,5.0,usc000sx8i,None,14,11,2014,1415958690000000000
280335,-21.2153,171.8294,7.07,4.4,usb000t0gu,None,14,11,2014,1415942561370000000
280583,0.8389,146.2391,15.67,4.7,usb000sysy,None,9,11,2014,1415567900080000000
280695,-56.1483,-27.5414,111.31,4.2,usb000sy8e,South Georgia and the South Sandwich Islands,8,11,2014,1415415882310000000
280735,51.5322,178.5115,59.0,3.1,usc000sxdv,United States,7,11,2014,1415364806000000000
280756,-31.8145,58.5218,10.0,4.4,usc000sywp,None,7,11,2014,1415335021880000000
280823,-49.1059,108.6185,10.0,4.5,usc000syhb,None,6,11,2014,1415234734250000000
280832,-49.2672,109.5259,10.0,4.3,usc000syg9,None,5,11,2014,1415225367330000000
280849,-17.3874,-173.4794,10.0,4.6,usc000syfe,None,5,11,2014,1415201185050000000
281280,27.8114,66.0482,18.66,4.0,usb000sr5t,Pakistan,28,10,2014,1414518802250000000
281578,-33.2418,-179.4869,35.0,5.3,usb000sq19,None,23,10,2014,1414066712070000000
281628,36.5028,-99.0603,6.907,3.5,usb000spsf,United States,22,10,2014,1413993502200000000
281823,16.3715,-98.91,16.19,4.5,usb000snzq,Mexico,19,10,2014,1413718924250000000
281966,-21.0765,-178.1498,440.17,4.1,usb000srpa,None,17,10,2014,1413539094060000000
281994,-24.083000000000002,-64.84100000000001,13.0,3.9,usc000t69f,Argentina,16,10,2014,1413493551000000000
282026,3.9505,93.4388,12.0,5.3,usb000smr9,None,16,10,2014,1413448488290000000
282542,30.1975,102.9603,10.0,4.7,usb000sjqh,China,7,10,2014,1412716444610000000
282632,-24.3951,179.8533,535.43,4.3,usb000sncs,None,6,10,2014,1412596390160000000
283160,-54.7471,158.6573,25.28,4.1,usb000sjw9,Australia,26,9,2014,1411756048970000000
283368,9.9585,-40.6633,10.0,4.5,usb000shs4,None,22,9,2014,1411391739970000000
283496,4.0551,148.6594,10.0,4.8,usb000sedl,None,19,9,2014,1411162821190000000
283515,22.921999999999997,144.1555,10.0,4.3,usb000sh4b,None,19,9,2014,1411126839880000000
283903,-2.2799,-12.3304,10.0,4.7,usb000sf7a,None,12,9,2014,1410564047790000000
283997,52.1013,178.3045,125.04,5.3,usb000sb5e,United States,10,9,2014,1410373680180000000
284218,-26.6074,-114.7212,11.55,5.3,usb000sa1b,None,6,9,2014,1410033177240000000
284258,-26.7768,-114.5917,10.0,5.1,usb000s9vy,None,6,9,2014,1409987048070000000
284307,-56.0832,-27.8341,114.65,4.8,usb000sd0q,None,5,9,2014,1409942831120000000
284374,67.309,-19.0591,10.0,4.3,usb000scjs,None,4,9,2014,1409814123770000000
284501,-62.3213,164.6371,10.0,4.6,usc000s8s0,None,1,9,2014,1409596418480000000
284644,-14.8274,66.2182,10.0,4.6,usb000sb2y,None,30,8,2014,1409382354920000000
284888,-55.9495,-28.0546,135.29,4.8,usb000s5yn,None,25,8,2014,1408930965340000000
284921,37.0637,144.6749,10.0,4.5,usb000s9ng,None,24,8,2014,1408891594940000000
285095,28.1461,142.0718,33.97,4.6,usc000s8zg,None,21,8,2014,1408635951820000000
285215,32.72,47.63,13.0,4.3,usb000s45v,Iran,19,8,2014,1408450580000000000
285253,2.9094,128.2987,113.36,4.7,usb000s3zi,Indonesia,19,8,2014,1408409596120000000
285298,79.0475,3.3148,10.0,4.4,usc000s819,None,18,8,2014,1408352047810000000
285662,-41.3326,-84.9562,10.0,5.5,usb000s1vq,None,11,8,2014,1407763940240000000
285672,-29.9735,-176.0965,10.0,5.5,usb000s1tp,None,11,8,2014,1407751653340000000
285693,-16.8232,-172.0198,32.46,4.7,usb000s1rk,None,10,8,2014,1407711320250000000
285869,4.5489,126.5058,79.83,5.1,usb000s10t,Indonesia,7,8,2014,1407389094520000000
285871,-5.5439,-11.3837,10.0,4.6,usb000s10d,None,7,8,2014,1407381970660000000
285915,-5.5081,68.7399,10.0,4.1,usb000s31c,None,5,8,2014,1407278114510000000
285968,-20.8899,-178.3056,555.4,4.3,usb000s2yu,None,4,8,2014,1407182862750000000
286173,36.7498,-98.0449,4.6,3.1,usb000rz4r,United States,1,8,2014,1406902761100000000
286223,41.595,142.2265,68.75,4.4,usb000s24e,None,31,7,2014,1406822245860000000
286239,51.9799,-169.62900000000002,35.1,3.8,usb000s23y,None,31,7,2014,1406793772530000000
286243,-28.8987,-12.4191,9.85,4.6,usb000s23n,None,31,7,2014,1406780184020000000
286297,50.17100000000001,178.933,25.0,3.1,usb000ryml,None,30,7,2014,1406698830740000000
286419,34.8195,139.4211,9.05,4.4,usb000rxvv,Japan,28,7,2014,1406534729740000000
286453,-49.2081,126.8357,10.0,4.5,usb000s175,None,27,7,2014,1406493555590000000
286467,-29.6165,-178.97400000000002,325.14,4.2,usb000s16y,None,27,7,2014,1406469704980000000
286625,10.3969,125.2877,23.23,5.3,usb000rx1j,Philippines,24,7,2014,1406246246640000000
286884,50.153,178.737,29.6,3.3,usb000rywp,None,19,7,2014,1405803604570000000
287083,-19.4395,-177.697,525.46,4.3,usb000rtc1,None,16,7,2014,1405478893590000000
287447,-29.7634,-177.0927,35.99,4.8,usb000ruan,None,10,7,2014,1404972605340000000
287482,-6.3339,129.8958,139.43,4.5,usb000rucu,Indonesia,9,7,2014,1404917710600000000
287490,14.565,-92.57700000000001,79.4,4.3,usb000rr7w,None,9,7,2014,1404900518700000000
287747,46.3346,153.126,26.4,4.3,usb000rve0,None,5,7,2014,1404537323550000000
287790,-30.7149,-177.4325,10.0,4.5,usb000rv06,None,4,7,2014,1404476845490000000
288012,-29.9885,-177.35,10.0,5.2,usc000rnyl,None,30,6,2014,1404161130290000000
288049,-3.7414,140.0962,33.42,4.3,usb000rvsw,Indonesia,30,6,2014,1404121986260000000
288158,50.443999999999996,176.79,16.5,3.4,usb000rtw2,None,29,6,2014,1404047298830000000
288163,-55.2905,-28.0676,10.0,4.6,usb000rvqc,None,29,6,2014,1404044686350000000
288165,-55.2703,-28.2046,10.0,4.6,usb000rvpm,None,29,6,2014,1404044036890000000
288178,-55.262,-29.5352,10.0,4.3,usb000rvr1,None,29,6,2014,1404037858160000000
288233,-29.9735,-177.6363,10.0,4.3,usb000rvna,None,28,6,2014,1403982889310000000
288372,-28.4118,-177.5229,10.0,4.5,usc000rrpn,None,26,6,2014,1403796228640000000
288501,51.7994,178.418,120.8,3.8,usb000rs9i,United States,25,6,2014,1403662073790000000
288505,51.8459,178.641,100.9,3.7,usb000rs9g,United States,25,6,2014,1403661024820000000
288522,51.8903,178.3316,115.5,4.0,usc000rlh5,United States,24,6,2014,1403644964000000000
288547,51.9339,178.5298,100.0,4.3,usc000rl65,United States,24,6,2014,1403625542810000000
288659,51.8418,178.3951,112.0,3.9,usc000rpr2,United States,24,6,2014,1403583516000000000
288731,-29.9369,-177.4216,24.2,4.3,usb000rvhd,None,23,6,2014,1403566883200000000
288734,51.927,178.3761,100.41,4.5,usc000rkrh,United States,23,6,2014,1403566433080000000
288768,51.8672,178.3378,129.98,4.2,usc000rm7j,United States,23,6,2014,1403562402360000000
288770,51.8407,178.3584,113.3,3.9,usc000rm7i,United States,23,6,2014,1403562251000000000
288816,-29.8884,-177.0797,32.5,5.0,usb000rvj2,None,23,6,2014,1403558325170000000
288844,-30.0774,-177.43200000000002,7.26,5.2,usc000rkhv,None,23,6,2014,1403555012590000000
288860,-29.7651,-176.9913,10.0,4.6,usb000rvia,None,23,6,2014,1403552417120000000
288933,-10.7856,120.2281,48.17,4.1,usb000rrv0,None,22,6,2014,1403450526760000000
289034,28.3526,141.6126,65.97,4.5,usc000rjbh,None,21,6,2014,1403316362870000000
289217,59.7716,-153.3551,123.6,3.0,ak0147q7gokq,United States,17,6,2014,1403043205869000000
289224,-31.1028,-177.7816,12.11,4.6,usc000rmux,None,17,6,2014,1403027402020000000
289283,67.6749,-162.1941,14.0,3.8,ak0147oe89qx,United States,16,6,2014,1402923410816000000
289351,-49.0603,121.2916,10.0,4.4,usc000rmqb,None,15,6,2014,1402817806650000000
289512,-20.6894,-178.2922,590.95,4.6,usc000rnrl,None,11,6,2014,1402493536110000000
289556,-16.0258,-75.1422,32.8,4.7,usc000rdf5,Peru,10,6,2014,1402420269310000000
289679,-56.9046,-26.0862,88.35,4.4,usc000rl1g,None,8,6,2014,1402216966670000000
289712,-16.3505,-14.3229,10.22,4.9,usc000ritq,None,7,6,2014,1402162668390000000
289773,-57.4681,147.1856,10.59,4.2,usc000rn17,None,6,6,2014,1402089439960000000
289925,13.1325,144.6552,125.4,4.2,usc000rmxu,United States,4,6,2014,1401848412910000000
289927,-12.5144,-76.9261,36.34,5.2,usc000rans,Peru,3,6,2014,1401831251920000000
290140,51.8719,178.4647,109.7,4.5,us20002kwt,United States,1,6,2015,1433120777540000000
290279,-4.3548,-104.53200000000001,10.0,4.4,us20002n89,None,29,5,2015,1432861586190000000
290379,-58.6359,-25.6649,35.0,4.3,us20002mdc,None,27,5,2015,1432685345570000000
290497,7.3442,-36.3917,10.0,5.2,us10002byt,None,24,5,2015,1432511987140000000
290542,-16.7233,-14.112,10.0,4.8,us10002bvt,None,24,5,2015,1432440440850000000
290546,-60.1586,-46.6952,66.21,4.6,us20002lmv,None,24,5,2015,1432435397350000000
290559,-0.0507,123.1515,160.07,4.2,us20002lbu,Indonesia,23,5,2015,1432408272280000000
290852,-30.035,-178.2518,39.35,4.1,us20002k23,None,18,5,2015,1431986160490000000
291054,-59.5897,-25.1812,49.63,4.5,us10002c6h,None,15,5,2015,1431657737020000000
291066,-55.7204,-26.2914,18.79,4.6,us1000295g,None,14,5,2015,1431640563430000000
291291,-23.8088,-179.82299999999998,530.92,4.4,us10002b5u,None,11,5,2015,1431361556720000000
291311,37.19,16.8,40.0,4.6,us20002ebs,None,11,5,2015,1431332790200000000
291338,31.2064,141.9051,21.94,5.0,us20002ea2,None,11,5,2015,1431302639260000000
291339,-6.8794,154.4497,10.0,4.7,us10002avt,None,10,5,2015,1431301532070000000
291371,-33.0581,-178.7807,35.0,4.2,us10002ava,None,10,5,2015,1431270670100000000
291372,19.51,-92.2245,15.51,4.3,us20002e7m,None,10,5,2015,1431270165570000000
291540,37.203,-98.0355,8.53,3.0,us20002dlh,United States,7,5,2015,1431028884290000000
291919,-20.9147,-178.7012,600.1,4.2,us20002du2,Fiji,3,5,2015,1430617191750000000
292050,-25.464000000000002,179.8164,497.35,4.3,us20002del,None,30,4,2015,1430368858890000000
292071,51.6824,-175.1685,43.96,4.0,us20002abd,None,29,4,2015,1430325408510000000
292196,45.9797,150.9969,137.08,4.2,us20002bvg,None,27,4,2015,1430099486450000000
292202,0.5022,-29.5656,10.0,4.6,us20002btr,None,26,4,2015,1430089717800000000
292269,-19.8333,-177.7779,487.36,5.1,us200029a4,None,26,4,2015,1430007832760000000
292289,4.9146,-82.8027,10.0,4.4,us20002bgz,None,25,4,2015,1429989008690000000
292379,27.8006,85.1141,10.0,5.1,us20002bhs,Nepal,25,4,2015,1429942922750000000
292425,45.9446,-129.9223,10.0,3.5,us20002afr,None,24,4,2015,1429856023610000000
292529,-1.6974,138.6588,29.87,4.9,us2000287d,Indonesia,21,4,2015,1429648351270000000
292817,-58.9201,-24.831999999999997,10.0,4.6,us2000284e,None,15,4,2015,1429089357810000000
292925,-55.3272,-28.0763,19.11,4.6,us20002829,None,13,4,2015,1428891868010000000
292929,-24.9831,-179.9638,507.87,4.2,us2000281z,None,13,4,2015,1428883498340000000
293148,-6.9992,129.4525,172.15,4.2,us200024vc,Indonesia,7,4,2015,1428445509150000000
293163,-1.1359,136.4893,31.06,3.8,us200026ps,Indonesia,7,4,2015,1428421252230000000
293166,-59.3564,-25.8687,10.0,4.4,us200026pn,None,7,4,2015,1428416854300000000
293362,36.4876,-98.1637,5.599,3.2,us10001thb,United States,3,4,2015,1428027409600000000
293534,-2.077,133.4807,33.89,4.8,us10001s3p,Indonesia,30,3,2015,1427740913430000000
293535,0.8107,146.2214,15.42,4.8,us10001s3n,None,30,3,2015,1427738597010000000
293952,-23.5528,179.9109,542.01,4.5,us10001qvt,None,22,3,2015,1427013725190000000
293986,-31.7524,-177.8669,10.0,5.4,us10001peh,None,21,3,2015,1426943601330000000
294053,-57.9111,-25.6639,67.07,4.3,us10001q88,None,20,3,2015,1426824606020000000
294072,-19.264,-70.22399999999999,76.6,4.2,us10001nyx,Chile,19,3,2015,1426797567000000000
294120,-36.232,-73.764,14.3,4.6,us10001nn8,None,18,3,2015,1426706957000000000
294377,36.9396,-97.635,2.3,3.3,us10001m2s,United States,13,3,2015,1426241066500000000
294556,19.7346,-66.0385,44.0,3.4,pr15068000,,9,3,2015,1425880136500000000
294696,-44.4072,-78.3931,10.0,5.1,usc000tvi4,None,6,3,2015,1425638389000000000
294963,-6.6112,150.3394,62.83,4.1,usc000tv7n,None,28,2,2015,1425129051330000000
294964,12.5604,144.2931,27.25,4.3,usc000tv7c,None,28,2,2015,1425128579390000000
295044,17.313,-100.928,22.0,4.3,usc000ttj7,Mexico,27,2,2015,1425025657600000000
295099,-6.3131,148.9863,88.97,4.2,usc000tumh,Papua New Guinea,26,2,2015,1424924920420000000
295141,31.0815,141.9365,19.92,4.1,usc000ttpw,None,25,2,2015,1424851723580000000
295409,1.9102,126.5784,45.69,4.2,usc000tsr3,Indonesia,19,2,2015,1424376883780000000
295495,-22.8599,171.3396,9.24,4.3,usc000tsnu,None,18,2,2015,1424219530320000000
295553,-5.2742,68.0882,10.0,4.6,usc000trug,None,16,2,2015,1424127403360000000
295802,3.2692,122.648,555.59,4.3,usb000tqaj,None,12,2,2015,1423711221320000000
295973,-22.651999999999997,-70.396,41.8,3.9,usc000tn5r,Chile,8,2,2015,1423375456000000000
295974,24.7453,124.2111,36.27,4.2,usb000tp2t,,8,2,2015,1423374756550000000
295975,35.5321,22.7048,54.81,4.3,usc000tn5m,None,8,2,2015,1423373343600000000
296050,-31.3666,-177.6233,35.0,4.4,usb000tnm2,None,6,2,2015,1423240760090000000
296217,52.215,-168.544,19.7,4.0,usc000tl7j,None,3,2,2015,1422956163810000000
296684,-21.1361,-179.2209,628.46,4.1,usc000tli4,None,27,1,2015,1422348013410000000
296797,-3.5232,137.6728,72.99,4.5,usc000tive,Indonesia,25,1,2015,1422152015820000000
297115,-16.8371,-14.3929,10.0,4.7,usb000tiz3,None,18,1,2015,1421607294700000000
297119,0.3457,92.6423,15.85,4.2,usb000tiz0,None,18,1,2015,1421601282150000000
297461,-20.111,66.4993,10.0,4.4,usc000tibe,None,11,1,2015,1420989464100000000
297688,-23.9351,-176.1641,35.0,4.9,usc000th6l,None,6,1,2015,1420539002110000000
297784,14.6227,-45.117,10.0,4.4,usc000tgga,None,4,1,2015,1420405365200000000
297836,-17.1556,168.7771,29.19,5.1,usc000tbh1,Vanuatu,3,1,2015,1420318797140000000
297842,36.853,-98.2769,6.269,3.0,usc000tbgq,United States,3,1,2015,1420309727200000000
298547,3.3691,117.5027,10.0,4.3,us1000492j,Indonesia,20,12,2015,1450639806440000000
298963,9.9819,-84.1171,9.81,3.3,us20004gll,Costa Rica,11,12,2015,1449867376300000000
299015,-4.0438,129.6637,10.0,4.2,us20004h39,Indonesia,10,12,2015,1449763862010000000
299317,-23.8118,179.0751,556.76,4.6,us100044g1,None,6,12,2015,1449413530060000000
299324,-6.5089,129.8468,151.78,4.1,us20004fy1,Indonesia,6,12,2015,1449403123470000000
299366,-26.646,-177.2715,96.8,4.9,us100044at,None,5,12,2015,1449335695040000000
299391,18.008,145.7112,228.43,4.0,us20004frz,United States,5,12,2015,1449275252530000000
299890,-58.213,-25.3426,35.0,4.6,us100041rf,None,25,11,2015,1448450192050000000
300071,-33.6942,-178.9525,10.0,4.4,us1000418h,None,21,11,2015,1448150269100000000
300156,36.5129,-98.6097,4.934,3.4,us10003zsc,United States,20,11,2015,1448006761900000000
300276,37.84,29.3,10.0,4.2,us10003zai,Turkey,18,11,2015,1447858540000000000
300407,-62.1667,154.9839,10.0,4.4,us10003zjk,None,16,11,2015,1447669213040000000
300845,-30.3806,-179.7087,339.47,4.0,us10003z30,None,8,11,2015,1447023985910000000
300959,-30.558000000000003,-177.6491,10.0,4.6,us10003x24,None,7,11,2015,1446918112270000000
301186,-14.5758,167.4948,125.61,4.2,us10003v61,Vanuatu,3,11,2015,1446566966400000000
301312,-29.6739,-111.4733,10.0,4.9,us2000414y,None,1,11,2015,1446339905480000000
301379,-17.8873,-178.8265,528.51,4.3,us200041kf,Fiji,30,10,2015,1446233889390000000
301425,-27.4985,74.7378,10.0,4.4,us200041jy,None,30,10,2015,1446166529890000000
301443,-25.011,179.6355,508.23,4.7,us200041c2,None,29,10,2015,1446136005480000000
301574,-59.3629,-25.0951,10.0,4.5,us200040qu,None,27,10,2015,1445933889050000000
301581,37.1628,141.309,78.5,4.1,us10003rqq,None,27,10,2015,1445917461550000000
301709,-30.2199,-179.3319,313.68,5.5,us10003r6y,None,24,10,2015,1445707879370000000
301917,-57.4332,-65.8872,9.08,5.6,us10003pzw,None,20,10,2015,1445373192060000000
301935,27.0743,140.2123,304.0,5.7,us10003pv2,None,20,10,2015,1445333348790000000
301969,-35.7708,-101.7953,10.0,4.6,us10003r06,None,19,10,2015,1445286441290000000
302150,19.342,-155.0771667,6.6,3.93,hv61064286,United States,16,10,2015,1444977710450000000
302205,-27.4932,79.1942,10.0,4.5,us10003q9e,None,14,10,2015,1444837184310000000
302337,-40.5539,176.3255,22.1,4.3,us10003mye,New Zealand,12,10,2015,1444643745760000000
302521,-24.3128,-177.4002,132.08,4.6,us10003p39,None,8,10,2015,1444294128220000000
302592,-3.932,-104.1362,10.0,5.4,us10003kus,None,7,10,2015,1444185021560000000
302610,0.3628,97.0132,27.46,4.2,us10003ntq,None,6,10,2015,1444152360250000000
302636,-30.2554,-72.0994,12.25,4.7,us10003kme,None,6,10,2015,1444107105780000000
302700,-23.8772,-179.7268,520.52,4.8,us10003k8j,None,4,10,2015,1443982613770000000
302825,18.031,-65.388,13.0,3.1,pr15275005,United States,2,10,2015,1443780324100000000
303250,-57.9561,-25.5251,35.0,4.6,us10003mcn,None,25,9,2015,1443176727740000000
